corridor_deriv_draws_from_source,weight
pop rap → jazz,1
pop rap → dancehall,1
pop rap → classical,1
pop rap → eurobeat,1
pop rap → alternative rock,1
pop rap → funk,1
pop rap → acoustic rock,1
pop rap → brostep,1
krautrock → pop,1
krautrock → ambient,1
krautrock → indie pop,1
krautrock → pop rock,1
kayōkyoku → j-pop,1
kayōkyoku → aor,1
boom bap → smooth jazz,1
boom bap → electropop,1
boom bap → dance,1
boom bap → blues,1
boom bap → christmas music,1
boom bap → chillwave,1
boom bap → electro,1
boom bap → gangsta rap,1
boom bap → jazz-funk,1
boom bap → dancehall,1
boom bap → classical,1
boom bap → comedy hip hop,1
boom bap → underground hip hop,1
boom bap → ballad,1
boom bap → progressive rock,1
boom bap → neo soul,1
boom bap → breaks,1
boom bap → pop rap,1
boom bap → chicago soul,1
boom bap → abstract hip hop,1
non-music → rock,1
electropunk → electronic,1
electropunk → pop,1
broken beat → chiptune,1
broken beat → country,1
broken beat → grime,1
broken beat → piano rock,1
broken beat → bossa nova,1
broken beat → reggaeton,1
broken beat → trance,1
broken beat → contemporary jazz,1
broken beat → breakbeat,1
broken beat → boogie,1
broken beat → breaks,1
broken beat → smooth jazz,1
breakbeat → brostep,1
breakbeat → atmospheric drum and bass,1
breakbeat → dark wave,1
breakbeat → electro house,1
breakbeat → musical,1
breakbeat → electroclash,1
breakbeat → lolicore,1
breakbeat → trap edm,1
breakbeat → liquid funk,1
breakbeat → bounce,1
breakbeat → uk garage,1
breakbeat → singer-songwriter,1
breakbeat → britpop,1
breakbeat → idol kayō,1
breakbeat → dance-rock,1
breakbeat → ragga,1
breakbeat → death metal,1
breakbeat → post-industrial,1
breakbeat → easy listening,1
breakbeat → bass house,1
breakbeat → halftime,1
breakbeat → trap,1
breakbeat → cumbia,1
breakbeat → contemporary christian,1
breakbeat → hardcore hip hop,1
breakbeat → big band,1
breakbeat → euro house,1
breakbeat → bossa nova,1
breakbeat → avant-garde,1
breakbeat → metal,1
breakbeat → abstract hip hop,1
breakbeat → denpa,1
breakbeat → folk rock,1
breakbeat → electro-industrial,1
breakbeat → eurodance,1
breakbeat → garage rock,1
breakbeat → acid breaks,1
breakbeat → briddim,1
breakbeat → psytrance,1
breakbeat → dream pop,1
breakbeat → punk rock,1
breakbeat → east coast hip hop,1
breakbeat → ragga jungle,1
breakbeat → hardcore punk,1
breakbeat → art rock,1
breakbeat → experimental hip hop,1
breakbeat → pop punk,1
breakbeat → cool jazz,1
ambient pop → dance-pop,1
ambient pop → pop,1
ambient pop → jazz,1
ambient pop → synth-pop,1
ambient pop → sunshine pop,1
ambient pop → acid house,1
ambient pop → r&b,1
ambient pop → psychedelic rock,1
ambient pop → house,1
ambient pop → instrumental,1
ambient pop → grindcore,1
ambient pop → latin,1
ambient pop → dance,1
ambient pop → edm,1
christmas music → easy listening,1
christmas music → symphonic metal,1
christmas music → synth-pop,1
christmas music → children's music,1
christmas music → electro,1
christmas music → indie rock,1
christmas music → contemporary christian,1
christmas music → electronic,1
christmas music → digital fusion,1
christmas music → breakcore,1
christmas music → r&b,1
christmas music → rock and roll,1
christmas music → blues,1
christmas music → hip hop,1
christmas music → jazz,1
atmospheric drum and bass → 2 tone,1
atmospheric drum and bass → pop,1
atmospheric drum and bass → experimental hip hop,1
atmospheric drum and bass → j-pop,1
atmospheric drum and bass → children's music,1
future riddim → melodic dubstep,1
future riddim → electronic,1
future riddim → ballad,1
melodic dubstep → future bass,1
melodic dubstep → downtempo,1
melodic dubstep → indietronica,1
melodic dubstep → future rave,1
melodic dubstep → dubstep,1
melodic dubstep → ambient,1
melodic dubstep → psytrance,1
melodic dubstep → pop,1
anarcho-punk → pop,1
anarcho-punk → deathrock,1
anarcho-punk → alternative rock,1
punk → math rock,1
punk → post-punk,1
punk → spoken word,1
punk → experimental,1
punk → crust punk,1
punk → mod,1
punk → electro,1
punk → eurodance,1
punk → indie rock,1
punk → avant-garde,1
punk → crack rock steady,1
punk → alternative punk,1
punk → post-hardcore,1
punk → garage rock,1
punk → funk,1
punk → grunge,1
punk → gangsta rap,1
punk → reggae,1
punk → noise pop,1
punk → ska,1
punk → punk rock,1
happy hardcore → soul,1
happy hardcore → donk,1
happy hardcore → j-core,1
happy hardcore → alternative rock,1
happy hardcore → ytpmv,1
happy hardcore → breaks,1
happy hardcore → bassline,1
happy hardcore → gabber,1
happy hardcore → alternative dance,1
happy hardcore → rock,1
happy hardcore → electropop,1
happy hardcore → mad,1
alternative metal → hardcore punk,1
alternative metal → drum and bass,1
alternative metal → pop,1
alternative metal → seapunk,1
alternative metal → disco,1
alternative metal → art pop,1
alternative metal → east coast hip hop,1
alternative metal → space rock,1
alternative metal → death metal,1
alternative metal → melodic death metal,1
alternative metal → classic rock,1
alternative metal → vaportrap,1
alternative metal → gothic rock,1
alternative metal → dance-pop,1
alternative metal → post-grunge,1
alternative metal → pop rock,1
alternative metal → avant-garde metal,1
alternative metal → colour bass,1
dirty south → disco,1
dirty south → dance,1
dirty south → pop,1
dirty south → g-funk,1
dirty south → funk,1
dirty south → electronic,1
dirty south → blues,1
dirty south → hardcore hip hop,1
dirty south → modern classical,1
britpop → blues,1
britpop → indian classical,1
britpop → hip hop,1
britpop → easy listening,1
britpop → nu metal,1
britpop → brill building,1
britpop → indie rock,1
uk hardcore → big room house,1
uk hardcore → festival progressive house,1
uk hardcore → melodic trance,1
uk hardcore → euphoric hardstyle,1
uk hardcore → brostep,1
uk hardcore → alternative rock,1
uk hardcore → j-core,1
uk hardcore → synthwave,1
uk hardcore → drumstep,1
uk hardcore → future bass,1
uk hardcore → hip hop,1
uk hardcore → electronica,1
uk hardcore → eurobeat,1
post-rock → hip hop,1
post-rock → downtempo,1
post-rock → mod,1
post-rock → psychedelic rock,1
post-rock → glitch,1
post-rock → pop rock,1
post-rock → instrumental,1
post-rock → dream pop,1
hardcore punk → alternative rock,1
hardcore punk → funk metal,1
hardcore punk → deathstep,1
hardcore punk → punk rock,1
hardcore punk → electronic,1
yakousei → electronic,1
punk rock → folk,1
punk rock → funk,1
punk rock → hard rock,1
punk rock → contemporary r&b,1
punk rock → alternative rock,1
punk rock → post-punk,1
punk rock → digital hardcore,1
audio drama → production music,1
trap edm → synth-pop,1
trap edm → downtempo,1
trap edm → bass house,1
trap edm → idm,1
trap edm → big beat,1
trap edm → euphoric hardstyle,1
trap edm → alternative rock,1
trap edm → pop rock,1
trap edm → slimepunk,1
trap edm → k-pop,1
trap edm → progressive house,1
trap edm → breakcore,1
trap edm → hardwave,1
bassline → hardcore breaks,1
bassline → hip house,1
bassline → donk,1
bassline → tech house,1
bassline → rock,1
bassline → alternative metal,1
bassline → alternative hip hop,1
bassline → bubblegum bass,1
bassline → alternative pop,1
bassline → chillstep,1
bassline → alternative r&b,1
bassline → glitch hop edm,1
bassline → breakcore,1
bassline → breakbeat,1
bassline → trap,1
bassline → hip hop,1
experimental rock → heavy metal,1
experimental rock → progressive metal,1
experimental rock → experimental,1
experimental rock → avant-garde,1
experimental rock → krautrock,1
experimental rock → hard rock,1
experimental rock → art rock,1
art pop → gospel,1
art pop → experimental,1
art pop → alternative folk,1
art pop → gangsta rap,1
art pop → classical,1
art pop → dark wave,1
art pop → country,1
art pop → electro,1
art pop → alternative r&b,1
art pop → indie rock,1
art pop → bossa nova,1
art pop → dance,1
art pop → singer-songwriter,1
art pop → pop rock,1
art pop → dark cabaret,1
art pop → folktronica,1
art pop → rock,1
art pop → synth-pop,1
art pop → progressive electronic,1
acid techno → hip hop,1
acid techno → electro,1
acid techno → dance,1
acid techno → classical,1
acid techno → hard techno,1
acid techno → electro house,1
psytrance → indie pop,1
psytrance → contemporary country,1
psytrance → alternative rock,1
psytrance → electro house,1
psytrance → grunge,1
psytrance → electro,1
psytrance → dance,1
psytrance → brostep,1
psytrance → classical,1
psytrance → pop,1
psytrance → progressive house,1
psytrance → deep house,1
psytrance → chillout,1
east coast hip hop → uk garage,1
east coast hip hop → folk rock,1
east coast hip hop → blues,1
east coast hip hop → smooth jazz,1
east coast hip hop → crunk,1
east coast hip hop → hard bop,1
east coast hip hop → hard rock,1
east coast hip hop → boom bap,1
east coast hip hop → boogie,1
east coast hip hop → reggae,1
east coast hip hop → synth-pop,1
east coast hip hop → musical,1
east coast hip hop → blue-eyed soul,1
east coast hip hop → j-rock,1
east coast hip hop → easy listening,1
east coast hip hop → alternative hip hop,1
east coast hip hop → philly soul,1
east coast hip hop → dance-punk,1
east coast hip hop → hardcore hip hop,1
east coast hip hop → cloud rap,1
east coast hip hop → abstract hip hop,1
east coast hip hop → country,1
alternative hip hop → afrobeat,1
alternative hip hop → experimental,1
alternative hip hop → krautrock,1
alternative hip hop → neo-psychedelia,1
alternative hip hop → alternative pop,1
alternative hip hop → progressive rock,1
alternative hip hop → avant-garde,1
alternative hip hop → new wave,1
alternative hip hop → europop,1
alternative hip hop → alternative r&b,1
alternative hip hop → persian pop,1
alternative hip hop → berlin school,1
alternative hip hop → production music,1
uk garage → contemporary r&b,1
uk garage → drum and bass,1
uk garage → alternative r&b,1
uk garage → indietronica,1
uk garage → disco,1
contemporary christian → bubblegum pop,1
contemporary christian → contemporary gospel,1
contemporary christian → electro,1
contemporary christian → rock,1
contemporary christian → pop rap,1
contemporary christian → dubstep,1
contemporary christian → country,1
contemporary christian → soul,1
afrobeat → folk,1
afrobeat → footwork,1
afrobeat → soul,1
afrobeat → jazz,1
afrobeat → comedy hip hop,1
afrobeat → raï,1
afrobeat → deep house,1
afrobeat → southern hip hop,1
afrobeat → classic rock,1
afrobeat → coupé-décalé,1
afrobeat → néo-trad,1
indie pop → ballad,1
indie pop → progressive house,1
indie pop → ambient pop,1
indie pop → bass house,1
indie pop → grunge,1
indie pop → jazz,1
indie pop → dream pop,1
indie pop → industrial metal,1
indie pop → medieval,1
indie pop → art pop,1
indie pop → stoner rock,1
indie pop → chillwave,1
indie pop → alternative metal,1
indie pop → alternative dance,1
indie pop → chiptune,1
indie pop → emo,1
indie pop → electro-disco,1
indie pop → bubblegum bass,1
indie pop → avant-garde,1
indie pop → soft rock,1
indie pop → latin,1
indie pop → dance,1
indie pop → brostep,1
indie pop → shoegaze,1
indie pop → psychedelic rock,1
indie pop → downtempo,1
indie pop → house,1
indie pop → chanson française,1
indie pop → indietronica,1
indie pop → hyperpop,1
lolicore → hip hop,1
lolicore → electropop,1
lolicore → asian rock,1
lolicore → metalcore,1
lolicore → indie rock,1
lolicore → vocal trance,1
lolicore → post-punk,1
lolicore → electro house,1
lolicore → cyberpunk,1
lolicore → kawaii future bass,1
chillwave → experimental,1
chillwave → future bass,1
chillwave → boogie,1
chillwave → shoegaze,1
chillwave → barber beats,1
chillwave → j-pop,1
chillwave → big beat,1
chillwave → funk,1
chillwave → ballad,1
chillwave → classic rock,1
chillwave → blues,1
chillwave → psychedelic soul,1
chillwave → r&b,1
chillwave → art pop,1
chillwave → instrumental,1
chillwave → new wave,1
chillwave → dream pop,1
chillwave → trip hop,1
chillwave → fm synthesis,1
chillwave → soul,1
chillwave → ambient,1
chillwave → synth-pop,1
chillwave → chillsynth,1
chillwave → eurodance,1
chillwave → persian pop,1
chillwave → metal,1
progressive trance → rock,1
progressive trance → melodic dubstep,1
progressive trance → psybient,1
progressive trance → house,1
progressive trance → melodic trance,1
progressive trance → festival progressive house,1
progressive trance → dance,1
progressive trance → diva house,1
progressive trance → big room trance,1
progressive trance → electro house,1
doom metal → folk metal,1
doom metal → art rock,1
doom metal → electronic,1
doom metal → hard rock,1
doom metal → industrial,1
doom metal → funeral doom metal,1
doom metal → black metal,1
doom metal → metal,1
doom metal → alternative metal,1
stoner rock → electronic,1
abstract hip hop → breakbeat,1
abstract hip hop → indie pop,1
abstract hip hop → psychedelic rock,1
abstract hip hop → disco,1
abstract hip hop → blues rock,1
abstract hip hop → comedy,1
abstract hip hop → easy listening,1
abstract hip hop → children's music,1
abstract hip hop → latin,1
abstract hip hop → downtempo,1
abstract hip hop → folk rock,1
abstract hip hop → rock,1
abstract hip hop → avant-garde,1
abstract hip hop → grunge,1
abstract hip hop → idm,1
country blues → rock,1
country blues → folk,1
country blues → blues,1
jungle → afro house,1
jungle → contemporary r&b,1
jungle → pop,1
jungle → hardcore breaks,1
jungle → j-rock,1
jungle → gangsta rap,1
jungle → chiptune,1
jungle → reggae,1
jungle → boom bap,1
jungle → future garage,1
jungle → deep house,1
idm → drum and bass,1
idm → ambient dub,1
idm → chillwave,1
idm → post-rock,1
idm → philly soul,1
idm → liquid funk,1
idm → j-rock,1
idm → glitch,1
idm → electropop,1
idm → darkstep,1
idm → new wave,1
idm → atmospheric drum and bass,1
idm → trip hop,1
idm → progressive house,1
idm → alternative metal,1
idm → art pop,1
idm → folk,1
idm → alternative rock,1
idm → ambient techno,1
idm → classical,1
baltimore club → hip hop,1
baltimore club → r&b,1
chiptune → jazz,1
chiptune → midtempo bass,1
chiptune → experimental electronic,1
chiptune → latin,1
chiptune → indie rock,1
chiptune → classic rock,1
chiptune → breakbeat hardcore,1
chiptune → batucada,1
chiptune → acid jazz,1
chiptune → drill and bass,1
chiptune → artcore,1
chiptune → eurobeat,1
chiptune → experimental,1
chiptune → breakcore,1
chiptune → cinematic classical,1
chiptune → synth-pop,1
chiptune → melodic death metal,1
chiptune → breakbeat,1
chiptune → musical,1
chiptune → east coast hip hop,1
chiptune → alternative metal,1
chiptune → new wave,1
chiptune → vocal jazz,1
chiptune → idm,1
chiptune → children's music,1
chiptune → electropop,1
chiptune → gangsta rap,1
chiptune → instrumental,1
chiptune → speed garage,1
chiptune → drum and bass,1
chiptune → pop punk,1
chiptune → contemporary r&b,1
chiptune → blues rock,1
chiptune → britpop,1
chiptune → atmospheric drum and bass,1
chiptune → nu metal,1
chiptune → dark wave,1
chiptune → flamenco,1
chiptune → pop rap,1
chiptune → chillwave,1
chiptune → abstract hip hop,1
chiptune → bluegrass,1
chiptune → comedy rock,1
chiptune → happy hardcore,1
chiptune → emo,1
vocal house → dance,1
vocal house → electronic,1
juke → house,1
juke → ambient,1
dutch house → east coast hip hop,1
dutch house → dancehall,1
dutch house → midtempo bass,1
dutch house → disco,1
dutch house → electropop,1
dutch house → dance-pop,1
acid jazz → pop rock,1
acid jazz → breaks,1
acid jazz → neo soul,1
acid jazz → indie rock,1
acid jazz → contemporary jazz,1
acid jazz → cajun,1
acid jazz → bolero,1
acid jazz → country,1
acid jazz → big beat,1
acid jazz → garage rock,1
acid jazz → classical,1
acid jazz → punk,1
acid jazz → dance-pop,1
acid jazz → jazz-funk,1
progressive electronic → contemporary jazz,1
progressive electronic → freak folk,1
orchestral → instrumental,1
orchestral → cinematic classical,1
orchestral → electropop,1
orchestral → electro house,1
orchestral → j-rock,1
cloud rap → neo-psychedelia,1
cloud rap → alternative rock,1
cloud rap → emo,1
cloud rap → witch house,1
cloud rap → dirty south,1
cloud rap → neo soul,1
cloud rap → free jazz,1
cloud rap → chillwave,1
cloud rap → hardcore punk,1
cloud rap → trance,1
cloud rap → contemporary r&b,1
cloud rap → modern classical,1
cloud rap → vocal trance,1
cloud rap → black metal,1
cloud rap → experimental,1
cloud rap → synthwave,1
cloud rap → jazz-funk,1
cloud rap → chiptune,1
cloud rap → g-funk,1
cloud rap → dance,1
cloud rap → idm,1
cloud rap → alternative r&b,1
cloud rap → europop,1
cloud rap → punk,1
cloud rap → thrash metal,1
cloud rap → trip hop,1
cloud rap → britpop,1
cloud rap → psychedelic rock,1
cloud rap → acid jazz,1
cloud rap → new age,1
future bass → liquid funk,1
future bass → breakbeat,1
future bass → trancestep,1
future bass → festival trap,1
future bass → r&b,1
future bass → kawaii future bass,1
future bass → symphonic metal,1
future bass → uk hardcore,1
future bass → progressive house,1
future bass → melodic trance,1
future bass → art pop,1
future bass → soul,1
future bass → chillwave,1
future bass → easy listening,1
future bass → alternative r&b,1
future bass → k-pop,1
future bass → j-pop,1
indian pop → funk,1
electronic rock → thrash metal,1
electronic rock → rock,1
electronic rock → alternative metal,1
electronic rock → j-pop,1
electronic rock → electropop,1
electronic rock → breaks,1
dark wave → aggrotech,1
dark wave → classical,1
dark wave → trance,1
dark wave → cyberpunk,1
dark wave → pop,1
dark wave → synth-pop,1
dark wave → house,1
dark wave → big beat,1
dark wave → electro-industrial,1
dark wave → heavy metal,1
kawaii future bass → future house,1
kawaii future bass → industrial,1
kawaii future bass → bubblegum bass,1
kawaii future bass → j-pop,1
kawaii future bass → bassline,1
kawaii future bass → breakbeat,1
kawaii future bass → drum and bass,1
kawaii future bass → chillout,1
kawaii future bass → breakcore,1
conscious hip hop → alternative rock,1
conscious hip hop → drum and bass,1
conscious hip hop → pop rock,1
conscious hip hop → jazz-funk,1
conscious hip hop → downtempo,1
conscious hip hop → underground hip hop,1
conscious hip hop → country,1
conscious hip hop → progressive house,1
conscious hip hop → blues,1
conscious hip hop → jazz,1
conscious hip hop → thrash metal,1
conscious hip hop → r&b,1
conscious hip hop → reggae,1
conscious hip hop → west coast hip hop,1
conscious hip hop → afrobeat,1
conscious hip hop → boom bap,1
conscious hip hop → contemporary jazz,1
conscious hip hop → jazz fusion,1
conscious hip hop → neo soul,1
conscious hip hop → electro house,1
conscious hip hop → art rock,1
conscious hip hop → ambient,1
conscious hip hop → folk rock,1
metal → death metal,1
metal → noise,1
metal → hardcore punk,1
metal → experimental,1
metal → r&b,1
metal → k-pop,1
metal → trap,1
metal → electronica,1
metal → thrash metal,1
metal → big band,1
metal → industrial metal,1
metal → downtempo,1
metal → art pop,1
metal → doom metal,1
metal → hardcore hip hop,1
metal → chiptune,1
metal → reggae,1
metal → drum and bass,1
metal → avant-garde,1
metal → rave,1
metal → folk,1
rap rock → industrial,1
rap rock → ambient,1
rap rock → thrash metal,1
emo rap → hyperpop,1
emo rap → alternative rock,1
emo rap → indie rock,1
emo rap → cloud rap,1
emo rap → sound collage,1
emo rap → pop,1
emo rap → new age,1
christian metal → electronic,1
christian metal → christian rock,1
bebop → big band,1
bebop → alternative metal,1
canterbury scene → alternative rock,1
canterbury scene → jazz,1
liquid funk → dance-pop,1
liquid funk → bassline,1
liquid funk → ambient,1
liquid funk → pop soul,1
liquid funk → progressive house,1
liquid funk → speed garage,1
liquid funk → dance,1
liquid funk → east coast hip hop,1
liquid funk → electronic,1
rockabilly → funk,1
rockabilly → gospel,1
rockabilly → classic rock,1
stutter house → downtempo,1
dariacore → new romantic,1
dariacore → dirty south,1
dariacore → synth-pop,1
dariacore → americana,1
dariacore → future funk,1
dariacore → hybrid trap,1
dariacore → j-pop,1
dariacore → electroclash,1
dariacore → experimental hip hop,1
dariacore → drill,1
dariacore → conscious hip hop,1
dariacore → trance,1
dariacore → hard trance,1
dariacore → hardstyle,1
dariacore → pop punk,1
dariacore → emo rap,1
dariacore → downtempo,1
dariacore → speed garage,1
dariacore → eurobeat,1
dariacore → east coast hip hop,1
dariacore → breakcore,1
dariacore → acoustic rock,1
dariacore → experimental,1
dariacore → grunge,1
dariacore → ambient,1
dariacore → instrumental,1
dariacore → complextro,1
dariacore → denpa,1
nu metal → soul,1
nu metal → classical,1
nu metal → j-rock,1
nu metal → electro,1
nu metal → electronic,1
nu metal → industrial,1
nu metal → ambient pop,1
nu metal → cyber metal,1
nu metal → hard rock,1
nu metal → production music,1
microhouse → house,1
microhouse → electronic,1
microhouse → progressive house,1
microhouse → ambient techno,1
microhouse → tech house,1
groove metal → thrash metal,1
groove metal → alternative metal,1
gothic metal → electronic,1
gothic metal → gothic rock,1
gothic metal → alternative rock,1
gothic metal → electro,1
shoegaze → indie pop,1
shoegaze → alternative rock,1
shoegaze → psychedelic rock,1
shoegaze → britpop,1
shoegaze → punk,1
shoegaze → alternative dance,1
aggrotech → rock,1
aggrotech → industrial metal,1
grunge → alternative metal,1
grunge → rock,1
grunge → children's music,1
christian hip hop → praise & worship,1
christian hip hop → soul,1
christian hip hop → gospel,1
christian hip hop → rock,1
christian hip hop → conscious hip hop,1
christian hip hop → gangsta rap,1
christian hip hop → electronic,1
christian hip hop → alternative rock,1
christian hip hop → electro,1
europop → blues,1
europop → indie pop,1
europop → funk,1
europop → disco,1
europop → gangsta rap,1
europop → alternative rock,1
europop → contemporary r&b,1
europop → euro house,1
europop → drum and bass,1
europop → jazz,1
industrial rock → dub techno,1
industrial rock → thrash metal,1
industrial rock → techno,1
industrial rock → electronic,1
industrial rock → hyperpop,1
industrial rock → j-pop,1
industrial rock → ambient,1
free jazz → avant-garde,1
thrash metal → hardcore hip hop,1
thrash metal → comedy,1
thrash metal → classical,1
thrash metal → metalcore,1
garage rock → free improvisation,1
garage rock → alternative rock,1
garage rock → garage rock revival,1
garage rock → breakbeat,1
garage rock → indie rock,1
garage rock → blues rock,1
garage rock → j-pop,1
garage rock → blues,1
garage rock → gospel,1
folk pop → rock,1
folk pop → hard rock,1
folk pop → r&b,1
folk pop → chamber pop,1
folk pop → indie folk,1
folk pop → indie pop,1
folk pop → hip hop,1
deep techno → hip hop,1
deep techno → progressive house,1
crossover jazz → free jazz,1
crossover jazz → blues,1
easy listening → classical,1
easy listening → swing,1
easy listening → progressive rock,1
easy listening → arena rock,1
easy listening → baltimore club,1
baroque pop → ambient,1
baroque pop → speech,1
baroque pop → folk pop,1
baroque pop → children's music,1
garage house → disco,1
garage house → contemporary r&b,1
garage house → alternative pop,1
garage house → dance-pop,1
garage house → dance,1
garage house → hip hop,1
piano rock → alternative metal,1
piano rock → ballad,1
piano rock → indie pop,1
piano rock → hard rock,1
denpa → alternative rock,1
denpa → bass house,1
denpa → electro house,1
lo-fi → dance,1
lo-fi → soul,1
lo-fi → funk,1
lo-fi → pop,1
lo-fi → disco,1
lo-fi → jazz fusion,1
lo-fi → j-rock,1
alternative punk → alternative rock,1
alternative punk → nu metal,1
alternative punk → reggae,1
alternative punk → rock,1
festival progressive house → ambient house,1
festival progressive house → progressive rock,1
festival progressive house → electronica,1
festival progressive house → reggae,1
festival progressive house → club,1
festival progressive house → hip hop,1
festival progressive house → electropop,1
festival progressive house → edm,1
future core → dubstep,1
future core → edm,1
future core → kawaii future bass,1
future core → electro,1
future core → electronic,1
jazz pop → hip hop,1
jazz pop → musical,1
jazz pop → breakbeat,1
jazz pop → ambient,1
jazz pop → disco,1
jazz pop → acid jazz,1
industrial metal → electro-industrial,1
industrial metal → death metal,1
industrial metal → heavy metal,1
industrial metal → classical,1
avant-garde → free improvisation,1
avant-garde → noise rock,1
avant-garde → comedy,1
avant-garde → experimental rock,1
avant-garde → brostep,1
avant-garde → alternative metal,1
avant-garde → punk,1
avant-garde → drum and bass,1
avant-garde → dark wave,1
avant-garde → trance,1
avant-garde → chiptune,1
avant-garde → ethereal wave,1
avant-garde → doom metal,1
avant-garde → emo,1
avant-garde → digital hardcore,1
avant-garde → death metal,1
avant-garde → nu metal,1
avant-garde → hip hop,1
avant-garde → alternative rock,1
avant-garde → dubstep,1
avant-garde → downtempo,1
avant-garde → jazz,1
avant-garde → blues,1
avant-garde → heavy metal,1
avant-garde → trip hop,1
avant-garde → rock and roll,1
avant-garde → grime,1
post-hardcore → hardcore punk,1
post-hardcore → metal,1
post-hardcore → blues,1
instrumental → chanson française,1
instrumental → flamenco,1
instrumental → symphonic metal,1
instrumental → electro,1
instrumental → art pop,1
instrumental → jazz fusion,1
instrumental → orchestral,1
instrumental → post-rock,1
instrumental → r&b,1
instrumental → easy listening,1
instrumental → trip hop,1
instrumental → classical,1
instrumental → new wave,1
instrumental → sophisti-pop,1
instrumental → power metal,1
instrumental → ambient,1
instrumental → avant-garde,1
electro-disco → italo-disco,1
electro-disco → electro,1
electro-disco → hip hop,1
electro-disco → electronic,1
electro-disco → pop,1
neurofunk → complextro,1
neurofunk → funk,1
neurofunk → downtempo,1
neurofunk → briddim,1
neurofunk → electro house,1
neurofunk → breaks,1
neurofunk → progressive house,1
neurofunk → bassline,1
neurofunk → brostep,1
neurofunk → dubstep,1
neurofunk → dance,1
neurofunk → microfunk,1
digicore → alternative rock,1
digicore → contemporary r&b,1
digicore → glitch,1
digicore → funk,1
digicore → j-pop,1
digicore → future bass,1
digicore → speed garage,1
digicore → alternative pop,1
digicore → electro,1
digicore → dance-pop,1
digicore → electropop,1
digicore → boom bap,1
digicore → art rock,1
digicore → folk pop,1
digicore → deconstructed club,1
digicore → bedroom pop,1
digicore → bubblegum bass,1
drumstep → synth-pop,1
drumstep → melodic dubstep,1
drumstep → glitch hop,1
drumstep → punk rock,1
drumstep → dance-pop,1
drumstep → hip hop,1
drumstep → electronica,1
drumstep → halftime,1
drumstep → big beat,1
drumstep → post-industrial,1
drumstep → dance,1
drumstep → rock,1
drumstep → funk,1
drumstep → synthwave,1
drumstep → hybrid trap,1
drumstep → festival trap,1
drumstep → trap edm,1
drumstep → eurobeat,1
indietronica → indie pop,1
indietronica → nerdcore,1
indietronica → art rock,1
indietronica → chamber pop,1
indietronica → alternative rock,1
indietronica → blues,1
indietronica → surf rock,1
indietronica → electropop,1
indietronica → dance-pop,1
plunderphonics → acid rock,1
plunderphonics → instrumental,1
plunderphonics → alternative pop,1
plunderphonics → synthwave,1
plunderphonics → eurobeat,1
plunderphonics → blues rock,1
plunderphonics → downtempo,1
plunderphonics → funk,1
plunderphonics → art punk,1
plunderphonics → britpop,1
plunderphonics → bluegrass,1
plunderphonics → industrial,1
plunderphonics → electro,1
plunderphonics → jazz,1
plunderphonics → synth-pop,1
plunderphonics → trance,1
plunderphonics → industrial rock,1
plunderphonics → punk rock,1
plunderphonics → soul jazz,1
plunderphonics → dancehall,1
plunderphonics → breakcore,1
plunderphonics → ska punk,1
plunderphonics → western classical,1
plunderphonics → post-punk,1
plunderphonics → punk,1
plunderphonics → big beat,1
plunderphonics → east coast hip hop,1
plunderphonics → grunge,1
plunderphonics → children's music,1
plunderphonics → trip hop,1
belgian techno → electronic,1
bolero → rock,1
brostep → psytrance,1
brostep → neurofunk,1
brostep → pop,1
brostep → drumstep,1
brostep → progressive house,1
brostep → dark ambient,1
brostep → future bass,1
brostep → hyperpop,1
brostep → trap edm,1
brostep → downtempo,1
brostep → big room house,1
brostep → house,1
brostep → acid techno,1
brostep → j-rock,1
brostep → club,1
brostep → festival progressive house,1
brostep → rock,1
metalcore → melodic death metal,1
metalcore → christian metal,1
metalcore → hard rock,1
dark ambient → black metal,1
dark ambient → folk rock,1
dark ambient → instrumental,1
dark ambient → breakbeat,1
dark ambient → doomgaze,1
dark ambient → noise,1
dark ambient → classical,1
dark ambient → chillout,1
dark ambient → disco,1
dark ambient → drone,1
dark ambient → downtempo,1
dark ambient → big beat,1
dark ambient → broken transmission,1
dark ambient → black noise,1
dark ambient → field recording,1
tech house → swing,1
tech house → glitch hop,1
tech house → neurofunk,1
tech house → idm,1
tech house → ambient house,1
tech house → bass house,1
tech house → r&b,1
tech house → 2-step,1
tech house → breakbeat,1
tech house → electroacoustic,1
singer-songwriter → jazz,1
singer-songwriter → alternative dance,1
singer-songwriter → techno,1
glitch hop → future bass,1
glitch hop → brostep,1
glitch hop → drumstep,1
glitch hop → electro,1
glitch hop → halftime,1
southern rock → hip hop,1
southern rock → blues,1
southern rock → alternative rock,1
southern rock → blues rock,1
bounce → gospel,1
bounce → east coast hip hop,1
bounce → soul,1
bounce → gangsta rap,1
bounce → drum and bass,1
bounce → downtempo,1
bounce → dub,1
bounce → dance-pop,1
balearic beat → dance,1
balearic beat → chillwave,1
horror punk → classical crossover,1
chillstep → dance,1
chillstep → children's music,1
chillstep → complextro,1
chillstep → dubstep,1
chillstep → future garage,1
chillstep → indie rock,1
chillstep → electro,1
chillstep → indie folk,1
chillstep → alternative rock,1
chillstep → blues,1
nu disco → edm,1
nu disco → j-pop,1
nu disco → pop,1
nu disco → alternative rock,1
nu disco → breakbeat,1
nu disco → art pop,1
nu disco → disco,1
nu disco → funk,1
